tribunal,grau,codigo_classe,codigo_formato,orgao_codigo,orgao_nome,data_julgamento,codigo_assunto,data_ajuizamento,tempo_julgamento,assunto_nivel1,assunto_nivel2,assunto_nivel3,assunto_nivel4,assunto_nivel5,classe_nivel1,classe_nivel2,classe_nivel3,classe_nivel4,classe_nivel5,numero_processo
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-08-23,5946,2019-02-27,1273,14,5916.0,5946.0,,,2,158.0,1116.0,,,08061210420198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-06,10395,2019-05-23,197,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08157449220198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-05,10395,2019-05-23,196,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08157353320198230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-07-18,5946,2019-03-01,1235,14,5916.0,5946.0,,,2,158.0,1116.0,,,08063393220198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2022-04-11,5946,2019-02-19,1147,14,5916.0,5946.0,,,2,158.0,1116.0,,,08049873920198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-09,10395,2019-06-13,179,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08182478620198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-05,10395,2019-06-13,175,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08182443420198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-09,10395,2019-06-13,179,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08182426420198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-04-12,10395,2019-06-13,669,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08182391220198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-17,5946,2019-02-04,316,14,5916.0,5946.0,,,2,158.0,1116.0,,,08031808120198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-01-08,10395,2019-05-08,611,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08140119120198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-10-28,5946,2019-01-31,636,14,5916.0,5946.0,,,2,158.0,1116.0,,,08028776720198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-06-23,5946,2019-01-31,874,14,5916.0,5946.0,,,2,158.0,1116.0,,,08028741520198230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-08-08,5946,2019-06-07,1158,14,5916.0,5946.0,,,2,158.0,1116.0,,,08175930220198230010
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2020-05-19,11782,2019-02-12,462,8826,11781.0,11782.0,,,2,158.0,1116.0,,,08002195620198230047
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-05,5946,2019-06-07,181,14,5916.0,5946.0,,,2,158.0,1116.0,,,08175904720198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2019-06-07,180,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08175887720198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-01-25,5946,2019-01-31,725,14,5916.0,5946.0,,,2,158.0,1116.0,,,08028716020198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-07-04,5952,2019-02-11,143,14,5916.0,5952.0,,,2,158.0,1116.0,,,08039645820198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-11-26,5946,2019-05-31,545,14,5916.0,5946.0,,,2,158.0,1116.0,,,08165970420198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2020-03-03,10395,2019-04-04,334,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08104895620198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2019-05-23,195,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08157292620198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-07-27,5946,2019-02-01,542,14,5916.0,5946.0,,,2,158.0,1116.0,,,08029503920198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2019-05-23,195,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08157214920198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-02-22,10395,2019-06-03,630,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08168084020198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2022-04-18,5946,2019-02-08,1165,14,5916.0,5946.0,,,2,158.0,1116.0,,,08038658820198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2019-06-03,184,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08167893420198230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-08-08,5946,2019-02-08,1642,14,5916.0,5946.0,,,2,158.0,1116.0,,,08038502220198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-09-23,5953,2019-03-08,930,14,5916.0,5953.0,,,2,158.0,1116.0,,,08067862020198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-11-05,10395,2019-05-16,904,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08149429420198230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-07-24,5946,2019-01-25,1641,14,5916.0,5946.0,,,2,158.0,1116.0,,,08020627020198230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-11,5946,2019-03-26,260,14,5916.0,5946.0,,,2,158.0,1116.0,,,08092960620198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2020-10-16,5953,2019-05-13,522,14,5916.0,5953.0,,,2,158.0,1116.0,,,08145245920198230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-08-13,10395,2019-05-22,814,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08155846720198230010
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2015-10-02,9163,2014-10-13,354,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08012811020148230047
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 2º TITULAR,2015-10-02,9163,2014-10-10,357,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08012768520148230047
TJRR,G1,1116,1,2784,VARA CÍVEL 1º TITULAR,2015-10-02,6033,2014-09-23,374,14,6031.0,6033.0,,,2,158.0,1116.0,,,08010767820148230047
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2015-10-02,9163,2014-09-23,374,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08010759320148230047
TJRR,G1,1116,1,2783,VARA CÍVEL,2022-11-08,10540,2014-09-25,2966,14,5913.0,10540.0,,,2,158.0,1116.0,,,08001908520148230045
TJRR,G1,1116,1,2783,VARA DA FAZENDA PÚBLICA,2024-05-13,10438,2014-09-25,3518,10110,10438.0,,,,2,158.0,1116.0,,,08001890320148230045
TJRR,G1,1116,1,2782,VARA DA FAZENDA PÚBLICA,2023-07-19,10023,2014-09-30,3214,9985,9997.0,10022.0,10023.0,,2,158.0,1116.0,,,08008511220148230030
TJRR,G1,1116,1,2781,VARA DA FAZENDA PÚBLICA,2020-08-26,6033,2014-09-23,2164,14,6031.0,6033.0,,,2,158.0,1116.0,,,08011338020148230020
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-06,10395,2018-05-22,563,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08132786220188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-05-22,561,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08132725520188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-05-22,561,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08132717020188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-05-20,5946,2018-05-22,1459,14,5916.0,5946.0,,,2,158.0,1116.0,,,08132690320188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-08-21,470,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08223212320188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2020-12-11,10395,2018-08-20,844,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08222744920188230010
TJRR,G1,1116,1,2783,VARA DA FAZENDA PÚBLICA,2018-04-12,10540,2014-11-21,1238,14,5913.0,10540.0,,,2,158.0,1116.0,,,08003562020148230045
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2020-07-28,10395,2018-05-11,809,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08121137720188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-05-31,10395,2018-05-03,1124,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08113602320188230010
TJRR,G1,1116,1,2782,VARA DA FAZENDA PÚBLICA,2021-04-14,9163,2014-07-31,2449,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08006173020148230030
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-05,10395,2018-08-31,461,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08236446320188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-08-31,460,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08236402620188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-09,10395,2018-08-31,465,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08236394120188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-09,10395,2018-08-31,465,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08236368620188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-06,10395,2018-08-31,462,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08236281220188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-10-28,5946,2018-08-31,789,14,5916.0,5946.0,,,2,158.0,1116.0,,,08236238720188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-11-16,6026,2014-07-03,3058,14,6021.0,6026.0,,,2,158.0,1116.0,,,08177799820148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-08-31,460,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08236429320188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-05-05,10395,2018-05-29,1437,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08141109520188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-23,10395,2018-05-21,581,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08130880220188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-09-04,5969,2014-11-07,2128,14,5956.0,5957.0,5969.0,,2,158.0,1116.0,,,08345790720148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-06-24,5946,2018-08-30,298,14,5916.0,5946.0,,,2,158.0,1116.0,,,08235614720188230010
TJRR,G1,1116,1,2781,VARA DA FAZENDA PÚBLICA,2015-06-01,6071,2014-07-01,335,14,6031.0,6071.0,,,2,158.0,1116.0,,,08005993920148230020
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-06-10,5946,2018-08-30,2111,14,5916.0,5946.0,,,2,158.0,1116.0,,,08235476320188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-04-16,10395,2018-05-10,1072,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08120054820188230010
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 2º TITULAR,2015-10-03,9419,2014-07-01,459,8826,9148.0,9419.0,,,2,158.0,1116.0,,,08006324520148230047
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2015-10-03,9163,2014-07-31,429,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08007415920148230047
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-11-03,6026,2014-07-15,2303,14,6021.0,6026.0,,,2,158.0,1116.0,,,08187889520148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-11-07,6026,2014-07-15,1941,14,6021.0,6026.0,,,2,158.0,1116.0,,,08187776620148230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2019-02-15,6026,2014-07-11,1680,14,6021.0,6026.0,,,2,158.0,1116.0,,,08184407720148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2014-07-29,6026,2014-07-11,18,14,6021.0,6026.0,,,2,158.0,1116.0,,,08184242620148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-12-18,6026,2014-07-11,1621,14,6021.0,6026.0,,,2,158.0,1116.0,,,08184112720148230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-09-23,5951,2014-07-28,2614,14,5916.0,5951.0,,,2,158.0,1116.0,,,08206345020148230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2020-12-18,6026,2014-07-25,2338,14,6021.0,6026.0,,,2,158.0,1116.0,,,08204205920148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-11-08,10395,2018-03-02,616,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08052821320188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-10-20,5946,2018-11-01,1814,14,5916.0,5946.0,,,2,158.0,1116.0,,,08296577820188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-06-02,5946,2018-10-24,1317,14,5916.0,5946.0,,,2,158.0,1116.0,,,08289570520188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-08-02,10395,2018-03-08,1608,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08058399720188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-04-11,5953,2018-10-17,176,14,5916.0,5953.0,,,2,158.0,1116.0,,,08282694320188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-07-27,5946,2018-10-03,663,14,5916.0,5946.0,,,2,158.0,1116.0,,,08271098020188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-03-21,5946,2018-10-22,1246,14,5916.0,5946.0,,,2,158.0,1116.0,,,08286955520188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-03-25,5946,2018-10-03,539,14,5916.0,5946.0,,,2,158.0,1116.0,,,08271071320188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-07-27,5946,2018-08-07,720,14,5916.0,5946.0,,,2,158.0,1116.0,,,08207589120188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-09-03,5946,2018-03-07,1276,14,5916.0,5946.0,,,2,158.0,1116.0,,,08057186920188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-07-13,6026,2014-10-29,2449,14,6021.0,6026.0,,,2,158.0,1116.0,,,08328348920148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-06-16,5946,2018-08-07,679,14,5916.0,5946.0,,,2,158.0,1116.0,,,08207371820188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-07-20,6026,2014-02-14,3078,14,6021.0,6026.0,,,2,158.0,1116.0,,,08038578720148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-06,10395,2018-08-10,483,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08211988720188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-02-26,5946,2018-11-26,92,14,5916.0,5946.0,,,2,158.0,1116.0,,,08312946420188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-08-10,481,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08211892820188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2019-08-12,5946,2018-11-26,259,14,5916.0,5946.0,,,2,158.0,1116.0,,,08312911220188230010
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,4949,2014-08-13,1182,899,7681.0,4949.0,,,2,158.0,1116.0,,,00005579720148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,10491,2014-08-13,1182,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00005561520148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2022-10-26,10491,2014-08-13,2996,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00005536020148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,10491,2014-08-13,1182,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00005527520148230060
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-01-19,5951,2018-10-15,1922,14,5916.0,5951.0,,,2,158.0,1116.0,,,08279369120188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-08-10,481,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08211823620188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-10-28,5946,2018-10-15,744,14,5916.0,5946.0,,,2,158.0,1116.0,,,08279256220188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-12-04,10395,2018-08-10,481,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08211798120188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-07-03,10395,2018-08-07,696,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08207285620188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-05-27,5946,2018-10-02,237,14,5916.0,5946.0,,,2,158.0,1116.0,,,08269547720188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-03-21,5946,2018-08-23,1671,14,5916.0,5946.0,,,2,158.0,1116.0,,,08227205220188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-09-29,10395,2018-08-09,1147,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08211425420188230010
TJRR,G1,1116,1,2781,VARA DA FAZENDA PÚBLICA,2015-07-13,11786,2014-06-30,378,8826,11781.0,11786.0,,,2,158.0,1116.0,,,00003286320148230020
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-08-08,6026,2014-02-25,1990,14,6021.0,6026.0,,,2,158.0,1116.0,,,08050053620148230010
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,10491,2014-08-13,1182,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004496820148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-10,10491,2014-08-13,1185,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004479820148230060
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2020-12-14,5946,2018-11-06,769,14,5916.0,5946.0,,,2,158.0,1116.0,,,08298448620188230010
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-10,10491,2014-08-13,1185,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004436120148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,10491,2014-08-13,1182,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004383920148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-10,10491,2014-08-06,1192,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004340220148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-10,10491,2014-08-06,1192,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004331720148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,10491,2014-08-06,1189,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004323220148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2016-06-21,10491,2014-08-06,685,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004289220148230060
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,10491,2014-08-06,1189,899,10432.0,10488.0,10491.0,,2,158.0,1116.0,,,00004271020148230060
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 2º TITULAR,2015-10-02,10540,2014-04-24,526,14,5913.0,10540.0,,,2,158.0,1116.0,,,08004081020148230047
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2015-10-02,10540,2014-04-24,526,14,5913.0,10540.0,,,2,158.0,1116.0,,,08004072520148230047
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-08-08,5969,2014-02-11,2004,14,5956.0,5957.0,5969.0,,2,158.0,1116.0,,,08032316820148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-11-13,5969,2014-02-11,2467,14,5956.0,5957.0,5969.0,,2,158.0,1116.0,,,08032220920148230010
TJRR,G1,1116,1,2781,VARA DA FAZENDA PÚBLICA,2015-06-22,7691,2014-08-27,299,899,7681.0,7691.0,,,2,158.0,1116.0,,,08009691820148230020
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-12-16,10395,2014-06-17,2008,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08161708020148230010
TJRR,G1,1116,1,2780,VARA DA FAZENDA PÚBLICA,2022-01-26,9163,2014-09-23,2682,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08003001020148230005
TJRR,G1,1116,1,2780,VARA DA FAZENDA PÚBLICA,2019-02-07,10395,2014-09-04,1617,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08002741220148230005
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-05-05,5969,2014-02-10,3371,14,5956.0,5957.0,5969.0,,2,158.0,1116.0,,,08030722820148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-01-23,5969,2014-02-10,2173,14,5956.0,5957.0,5969.0,,2,158.0,1116.0,,,08030601420148230010
TJRR,G1,1116,1,2781,VARA DA FAZENDA PÚBLICA,2015-07-01,7691,2014-08-20,315,899,7681.0,7691.0,,,2,158.0,1116.0,,,08009207420148230020
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-02-24,6026,2014-12-02,1910,14,6021.0,6026.0,,,2,158.0,1116.0,,,08376164220148230010
TJRR,G1,1116,1,2782,VARA CÍVEL,2017-12-06,9419,2014-04-24,1322,8826,9148.0,9419.0,,,2,158.0,1116.0,,,08003323720148230030
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-03-05,5952,2018-06-13,2092,14,5916.0,5952.0,,,2,158.0,1116.0,,,08153753520188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-09-17,6026,2014-08-18,1491,14,6021.0,6026.0,,,2,158.0,1116.0,,,08237133720148230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-05-09,5946,2018-05-29,1441,14,5916.0,5946.0,,,2,158.0,1116.0,,,08140728320188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-12-14,10395,2018-03-08,1742,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08058997020188230010
TJRR,G1,1116,1,2782,VARA DA FAZENDA PÚBLICA,2017-10-10,9163,2014-10-15,1091,8826,9148.0,9163.0,,,2,158.0,1116.0,,,08009265120148230030
TJRR,G1,1116,1,2782,VARA DA FAZENDA PÚBLICA,2023-08-21,9149,2014-10-01,3246,8826,9148.0,9149.0,,,2,158.0,1116.0,,,08008659320148230030
TJRR,G1,1116,1,2782,VARA DA FAZENDA PÚBLICA,2022-01-14,10023,2014-10-01,2662,9985,9997.0,10022.0,10023.0,,2,158.0,1116.0,,,08008641120148230030
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-09-23,6026,2014-04-24,2709,14,6021.0,6026.0,,,2,158.0,1116.0,,,08106365820148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-03-09,5946,2018-05-10,1034,14,5916.0,5946.0,,,2,158.0,1116.0,,,08119855720188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-05-18,10395,2018-07-27,1391,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08195801020188230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-02-26,6026,2014-11-21,1558,14,6021.0,6026.0,,,2,158.0,1116.0,,,08366256620148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-02-24,6026,2014-11-21,1921,14,6021.0,6026.0,,,2,158.0,1116.0,,,08365477220148230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-04-08,10395,2014-10-28,2354,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08327482120148230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-06-12,6026,2014-02-17,3402,14,6021.0,6026.0,,,2,158.0,1116.0,,,08039756320148230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2019-06-24,5946,2018-05-09,411,14,5916.0,5946.0,,,2,158.0,1116.0,,,08118894220188230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-03-22,10395,2018-05-09,1778,9985,10394.0,10395.0,,,2,158.0,1116.0,,,08118608920188230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2020-08-18,5951,2014-05-22,2280,14,5916.0,5951.0,,,2,158.0,1116.0,,,08133188320148230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2021-11-12,6026,2014-01-21,2852,14,6021.0,6026.0,,,2,158.0,1116.0,,,08012301320148230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2022-02-24,5946,2018-08-21,1283,14,5916.0,5946.0,,,2,158.0,1116.0,,,08223801120188230010
