tribunal,grau,codigo_classe,codigo_formato,orgao_codigo,orgao_nome,data_julgamento,codigo_assunto,data_ajuizamento,tempo_julgamento,assunto_nivel1,assunto_nivel2,assunto_nivel3,assunto_nivel4,assunto_nivel5,classe_nivel1,classe_nivel2,classe_nivel3,classe_nivel4,classe_nivel5,numero_processo
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,6026,2010-11-11,2447,14,6021.0,6026.0,,,2,158.0,1116.0,,,09184082220108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-12-18,6026,2010-11-11,1863,14,6021.0,6026.0,,,2,158.0,1116.0,,,09184065220108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,6026,2010-12-28,2400,14,6021.0,6026.0,,,2,158.0,1116.0,,,09234063320108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-28,6026,2010-08-13,2664,14,6021.0,6026.0,,,2,158.0,1116.0,,,09121612520108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-03-20,5952,2010-11-11,2321,14,5916.0,5952.0,,,2,158.0,1116.0,,,09183719220108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2020-03-11,10023,2010-12-28,3361,9985,9997.0,10022.0,10023.0,,2,158.0,1116.0,,,09233977120108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2013-05-06,6026,2009-08-19,1356,14,6021.0,6026.0,,,2,158.0,1116.0,,,09116558320098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2011-02-04,6026,2009-11-10,451,14,6021.0,6026.0,,,2,158.0,1116.0,,,09164243720098230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-03-17,6026,2010-12-16,4474,14,6021.0,6026.0,,,2,158.0,1116.0,,,09228425420108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-12-07,6026,2010-12-15,2549,14,6021.0,6026.0,,,2,158.0,1116.0,,,09227394720108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-12-19,6026,2010-11-30,2576,14,6021.0,6026.0,,,2,158.0,1116.0,,,09201707320108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2008-09-16,5947,2008-06-02,106,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09041438320088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-01-16,6026,2010-12-15,2589,14,6021.0,6026.0,,,2,158.0,1116.0,,,09227005020108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-28,6026,2010-08-05,2672,14,6021.0,6026.0,,,2,158.0,1116.0,,,09115861720108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-10-11,6026,2010-12-15,2492,14,6021.0,6026.0,,,2,158.0,1116.0,,,09226918820108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2010-10-15,6026,2010-08-05,71,14,6021.0,6026.0,,,2,158.0,1116.0,,,09115784020108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-28,6026,2010-08-05,2672,14,6021.0,6026.0,,,2,158.0,1116.0,,,09115584920108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2011-06-14,5947,2008-06-02,1107,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09041411620088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-21,6026,2010-12-15,2533,14,6021.0,6026.0,,,2,158.0,1116.0,,,09226407720108230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2018-11-26,5946,2010-10-20,2959,14,5916.0,5946.0,,,2,158.0,1116.0,,,09167696620108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-11-13,5952,2010-12-15,2890,14,5916.0,5952.0,,,2,158.0,1116.0,,,09226269320108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2014-08-29,5946,2010-10-20,1409,14,5916.0,5946.0,,,2,158.0,1116.0,,,09167652920108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-01-16,6026,2010-08-05,2721,14,6021.0,6026.0,,,2,158.0,1116.0,,,09115368820108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-03-24,6026,2010-11-26,1579,14,6021.0,6026.0,,,2,158.0,1116.0,,,09198424620108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-11,6026,2010-11-26,2450,14,6021.0,6026.0,,,2,158.0,1116.0,,,09198034920108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,6026,2010-11-25,2433,14,6021.0,6026.0,,,2,158.0,1116.0,,,09197731420108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-21,6026,2010-09-15,2624,14,6021.0,6026.0,,,2,158.0,1116.0,,,09144737120108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2008-12-01,5947,2008-05-15,200,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09035522420088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,5952,2010-11-25,2433,14,5916.0,5952.0,,,2,158.0,1116.0,,,09197021220108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2008-09-11,5947,2008-05-15,119,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09035513920088230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-03-22,5946,2009-06-01,5408,14,5916.0,5946.0,,,2,158.0,1116.0,,,09073644020098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-27,6026,2010-11-25,2559,14,6021.0,6026.0,,,2,158.0,1116.0,,,09196960520108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-11-18,6026,2008-05-14,553,14,6021.0,6026.0,,,2,158.0,1116.0,,,09034769720088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2008-10-30,5946,2008-05-14,169,14,5916.0,5946.0,,,2,158.0,1116.0,,,09034717520088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-01,6026,2010-11-25,2441,14,6021.0,6026.0,,,2,158.0,1116.0,,,09196380220108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-06-16,5947,2008-05-14,398,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09034673820088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2016-09-12,5952,2010-11-30,2113,14,5916.0,5952.0,,,2,158.0,1116.0,,,09201550720108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-04-12,5947,2008-10-02,557,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09097793020088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-21,6026,2010-08-13,2657,14,6021.0,6026.0,,,2,158.0,1116.0,,,09121205820108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2013-02-06,6026,2010-10-20,840,14,6021.0,6026.0,,,2,158.0,1116.0,,,09167393120108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-04-26,10539,2008-10-01,572,14,5978.0,10539.0,,,2,158.0,1116.0,,,09096996620088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-09-06,5946,2010-07-13,3342,14,5916.0,5946.0,,,2,158.0,1116.0,,,09101355420108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2011-12-06,6026,2010-10-20,412,14,6021.0,6026.0,,,2,158.0,1116.0,,,09167211020108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-08-03,10540,2008-10-01,306,14,5913.0,10540.0,,,2,158.0,1116.0,,,09096797520088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-21,6026,2010-11-22,2556,14,6021.0,6026.0,,,2,158.0,1116.0,,,09192500220108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2012-03-08,6026,2010-07-13,604,14,6021.0,6026.0,,,2,158.0,1116.0,,,09101269220108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-22,6026,2010-08-12,2567,14,6021.0,6026.0,,,2,158.0,1116.0,,,09120252820108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-06-06,10540,2008-09-26,618,14,5913.0,10540.0,,,2,158.0,1116.0,,,09092752420088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-28,6026,2010-08-12,2665,14,6021.0,6026.0,,,2,158.0,1116.0,,,09120114420108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-29,6026,2010-08-12,2666,14,6021.0,6026.0,,,2,158.0,1116.0,,,09119959020108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2014-09-16,6026,2010-11-26,1390,14,6021.0,6026.0,,,2,158.0,1116.0,,,09198797320108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2016-01-08,6026,2010-09-21,1935,14,6021.0,6026.0,,,2,158.0,1116.0,,,09149379520108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2014-09-16,6026,2010-11-10,1406,14,6021.0,6026.0,,,2,158.0,1116.0,,,09181553420108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2014-07-10,5946,2008-09-26,2113,14,5916.0,5946.0,,,2,158.0,1116.0,,,09092934520088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-04-26,5946,2008-09-26,577,14,5916.0,5946.0,,,2,158.0,1116.0,,,09092890820088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-10-27,5952,2010-08-27,4079,14,5916.0,5952.0,,,2,158.0,1116.0,,,09133061920108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-29,6026,2010-11-10,2484,14,6021.0,6026.0,,,2,158.0,1116.0,,,09181180720108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-27,6026,2010-08-27,2649,14,6021.0,6026.0,,,2,158.0,1116.0,,,09132958720108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-15,6026,2010-12-06,2444,14,6021.0,6026.0,,,2,158.0,1116.0,,,09210133820108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,6026,2010-11-10,1662,14,6021.0,6026.0,,,2,158.0,1116.0,,,09182298820108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,6026,2010-11-10,2448,14,6021.0,6026.0,,,2,158.0,1116.0,,,09182280620108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-25,6026,2010-11-10,2449,14,6021.0,6026.0,,,2,158.0,1116.0,,,09182099720108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-28,6026,2010-09-14,2540,14,6021.0,6026.0,,,2,158.0,1116.0,,,09143593520108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-16,5952,2010-09-14,2528,14,5916.0,5952.0,,,2,158.0,1116.0,,,09143576520108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-11-16,6026,2010-09-14,2620,14,6021.0,6026.0,,,2,158.0,1116.0,,,09143559520108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-02-07,6026,2010-11-29,2627,14,6021.0,6026.0,,,2,158.0,1116.0,,,09200104820108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2021-07-23,9149,2010-12-06,3882,8826,9148.0,9149.0,,,2,158.0,1116.0,,,09209830320108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-06-12,5946,2010-10-19,2428,14,5916.0,5946.0,,,2,158.0,1116.0,,,09166163320108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2014-09-17,6026,2010-12-11,1376,14,6021.0,6026.0,,,2,158.0,1116.0,,,09219565520108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-22,6026,2010-08-03,2576,14,6021.0,6026.0,,,2,158.0,1116.0,,,09113324420108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2014-10-29,6026,2009-03-20,2049,14,6021.0,6026.0,,,2,158.0,1116.0,,,09033519520098230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-26,5952,2010-11-29,2431,14,5916.0,5952.0,,,2,158.0,1116.0,,,09199568220108230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-01-04,6026,2010-11-10,4803,14,6021.0,6026.0,,,2,158.0,1116.0,,,09181779220108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-06-01,5947,2008-09-29,610,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09093497820088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2021-11-08,5946,2010-08-26,4092,14,5916.0,5946.0,,,2,158.0,1116.0,,,09131815120108230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-08-09,5946,2009-07-07,5512,14,5916.0,5946.0,,,2,158.0,1116.0,,,09093121720098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2018-01-31,6026,2010-09-13,2697,14,6021.0,6026.0,,,2,158.0,1116.0,,,09142719420108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2011-04-18,10683,2010-02-23,419,8826,9148.0,10683.0,,,2,158.0,1116.0,,,00026087620108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-08-24,6026,2009-07-07,48,14,6021.0,6026.0,,,2,158.0,1116.0,,,09092922620098230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2018-01-15,5946,2010-03-15,2863,14,5916.0,5946.0,,,2,158.0,1116.0,,,09034295520108230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-02-06,5946,2010-03-15,5076,14,5916.0,5946.0,,,2,158.0,1116.0,,,09034243320108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2014-03-24,6026,2010-03-15,1470,14,6021.0,6026.0,,,2,158.0,1116.0,,,09034174120108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2011-11-21,5946,2010-03-12,619,14,5916.0,5946.0,,,2,158.0,1116.0,,,09033264820108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-12-18,6026,2008-08-25,2671,14,6021.0,6026.0,,,2,158.0,1116.0,,,09078973320088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2013-12-09,10395,2008-08-25,1932,9985,10394.0,10395.0,,,2,158.0,1116.0,,,09078688020088230010
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-10,11786,2012-02-29,2081,8826,11781.0,11786.0,,,2,158.0,1116.0,,,00002363320128230060
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,6026,2010-03-12,2691,14,6021.0,6026.0,,,2,158.0,1116.0,,,09033057220108230010
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2015-10-22,7691,2012-02-15,1345,899,7681.0,7691.0,,,2,158.0,1116.0,,,00003077420128230047
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-07-17,6026,2010-08-25,4709,14,6021.0,6026.0,,,2,158.0,1116.0,,,09130463920108230010
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 2º TITULAR,2015-10-22,7691,2012-02-15,1345,899,7681.0,7691.0,,,2,158.0,1116.0,,,00002644020128230047
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-01-24,5971,2008-08-25,5630,14,5956.0,5971.0,,,2,158.0,1116.0,,,09079111720088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-12-10,5947,2008-08-25,472,14,5916.0,5946.0,5947.0,,2,158.0,1116.0,,,09079077720088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-04-22,6026,2009-08-18,247,14,6021.0,6026.0,,,2,158.0,1116.0,,,09115207120098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2011-07-28,10540,2008-08-25,1067,14,5913.0,10540.0,,,2,158.0,1116.0,,,09078419720088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-01-07,6026,2008-08-14,2337,14,6021.0,6026.0,,,2,158.0,1116.0,,,09076687320088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2013-03-15,6000,2008-08-14,1674,14,5986.0,5999.0,6000.0,,2,158.0,1116.0,,,09076678820088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2013-11-20,10395,2008-11-26,1820,9985,10394.0,10395.0,,,2,158.0,1116.0,,,09129543220088230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2024-08-12,6026,2009-07-06,5516,14,6021.0,6026.0,,,2,158.0,1116.0,,,09091745020098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2014-07-08,10540,2008-03-27,2294,14,5913.0,10540.0,,,2,158.0,1116.0,,,09018686420088230010
TJRR,G1,1116,1,2784,VARA DA FAZENDA PÚBLICA 1º TITULAR,2015-10-22,7690,2012-02-15,1345,899,7681.0,7690.0,,,2,158.0,1116.0,,,00002574820128230047
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-10-24,5946,2008-03-27,3498,14,5916.0,5946.0,,,2,158.0,1116.0,,,09018625720088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-31,5972,2008-03-05,3435,14,5956.0,5972.0,,,2,158.0,1116.0,,,09012849420088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-04-03,6026,2008-03-04,395,14,6021.0,6026.0,,,2,158.0,1116.0,,,09012675820088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-15,5972,2008-03-04,3451,14,5956.0,5972.0,,,2,158.0,1116.0,,,09012658820088230010
TJRR,G1,1116,1,84323,VARA DE EXECUÇÃO FISCAL,2023-05-19,5972,2008-03-04,5554,14,5956.0,5972.0,,,2,158.0,1116.0,,,09012623620088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2009-08-07,5951,2008-03-04,521,14,5916.0,5951.0,,,2,158.0,1116.0,,,09012562920088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2013-07-11,5951,2008-03-04,1955,14,5916.0,5951.0,,,2,158.0,1116.0,,,09012537420088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2016-10-04,6026,2008-03-04,3136,14,6021.0,6026.0,,,2,158.0,1116.0,,,09012476720088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-15,5972,2008-03-03,3452,14,5956.0,5972.0,,,2,158.0,1116.0,,,09012147720088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-22,5972,2008-03-03,3459,14,5956.0,5972.0,,,2,158.0,1116.0,,,09012087020088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2011-11-22,6026,2009-07-24,851,14,6021.0,6026.0,,,2,158.0,1116.0,,,09102544920098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-03,2644,14,5956.0,5972.0,,,2,158.0,1116.0,,,09012009320088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-03,2644,14,5956.0,5972.0,,,2,158.0,1116.0,,,09011904920088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-10-11,6026,2010-12-14,2493,14,6021.0,6026.0,,,2,158.0,1116.0,,,09224597620108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-03-20,5952,2010-11-10,2322,14,5916.0,5952.0,,,2,158.0,1116.0,,,09182150720108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-24,5946,2010-10-20,2469,14,5916.0,5946.0,,,2,158.0,1116.0,,,09167618920108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-02-26,2650,14,5956.0,5972.0,,,2,158.0,1116.0,,,09010181020088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-12-07,6026,2010-08-23,2663,14,6021.0,6026.0,,,2,158.0,1116.0,,,09128835920108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-10-11,6026,2010-08-16,2613,14,6021.0,6026.0,,,2,158.0,1116.0,,,09122764620108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-26,5946,2009-10-23,2833,14,5916.0,5946.0,,,2,158.0,1116.0,,,09154491520098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2017-10-11,6026,2010-08-16,2613,14,6021.0,6026.0,,,2,158.0,1116.0,,,09122712420108230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-09,5972,2008-02-27,3451,14,5956.0,5972.0,,,2,158.0,1116.0,,,09010813520088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2015-06-04,6026,2008-03-19,2633,14,6021.0,6026.0,,,2,158.0,1116.0,,,09016989220088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-02-27,2649,14,5956.0,5972.0,,,2,158.0,1116.0,,,09010528220088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-02-27,2649,14,5956.0,5972.0,,,2,158.0,1116.0,,,09010519720088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-09-17,9149,2008-11-05,681,8826,9148.0,9149.0,,,2,158.0,1116.0,,,09118362120088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2018-10-17,5946,2009-10-22,3282,14,5916.0,5946.0,,,2,158.0,1116.0,,,09153548220098230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2015-05-06,6026,2010-02-25,1896,14,6021.0,6026.0,,,2,158.0,1116.0,,,09022768420108230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-18,2629,14,5956.0,5972.0,,,2,158.0,1116.0,,,09016599520088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-09,5952,2008-03-18,3431,14,5916.0,5952.0,,,2,158.0,1116.0,,,09016572820088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2011-04-08,5951,2008-03-18,1116,14,5916.0,5951.0,,,2,158.0,1116.0,,,09016538820088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,6026,2008-03-18,2629,14,6021.0,6026.0,,,2,158.0,1116.0,,,09016503620088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-18,2629,14,5956.0,5972.0,,,2,158.0,1116.0,,,09016434420088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-12-01,6026,2009-10-22,2962,14,6021.0,6026.0,,,2,158.0,1116.0,,,09153089320098230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2019-09-09,5971,2008-07-04,4084,14,5956.0,5971.0,,,2,158.0,1116.0,,,09057278820088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-12,2635,14,5956.0,5972.0,,,2,158.0,1116.0,,,09014685020088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-12,2635,14,5956.0,5972.0,,,2,158.0,1116.0,,,09014607320088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-05-30,5972,2008-03-11,2636,14,5956.0,5972.0,,,2,158.0,1116.0,,,09014217620088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2010-04-22,6026,2009-10-22,182,14,6021.0,6026.0,,,2,158.0,1116.0,,,09152993420098230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-03-17,6026,2009-03-04,2204,14,6021.0,6026.0,,,2,158.0,1116.0,,,09021965720098230010
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2017-11-07,7703,2009-09-30,2960,899,7681.0,7690.0,7703.0,,2,158.0,1116.0,,,00239113020098230060
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2015-06-08,5972,2008-03-14,2642,14,5956.0,5972.0,,,2,158.0,1116.0,,,09015420720088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-25,5946,2009-10-22,2833,14,5916.0,5946.0,,,2,158.0,1116.0,,,09152872020098230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-07-25,5971,2008-02-01,3462,14,5956.0,5971.0,,,2,158.0,1116.0,,,09005097920088230010
TJRR,G1,1116,1,2785,VARA DA FAZENDA PÚBLICA,2010-09-16,4949,2009-11-24,296,899,7681.0,4949.0,,,2,158.0,1116.0,,,00242741720098230060
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-08-09,7703,2008-03-12,3437,899,7681.0,7690.0,7703.0,,2,158.0,1116.0,,,09014789420088230010
TJRR,G1,1116,1,2770,2ª VARA DA FAZENDA PÚBLICA,2017-06-14,5972,2008-03-11,3382,14,5956.0,5972.0,,,2,158.0,1116.0,,,09014156920088230010
TJRR,G1,1116,1,2764,1ª VARA DA FAZENDA PÚBLICA,2014-05-28,5951,2008-03-11,2269,14,5916.0,5951.0,,,2,158.0,1116.0,,,09014148420088230010
